stfips,county_name,state,fips,cat_rucc,a_teca_ln,a_112tca_ln,a_dbcp_ln,a_tdi_ln,a_2clacephen_ln,a_2np_ln,a_pnp_ln,a_ch3cn_ln,a_acetophenone_ln,a_acrolein_ln,a_acrylic_acid_ln,a_c3h3n_ln,a_sb_ln,a_benzidine_ln,a_benzyl_cl_ln,a_be_ln,a_biphenyl_ln,a_dehp_ln,a_bromoform_ln,a_cd_ln,a_cs2_ln,a_ccl4,a_cs_ln,a_cl_ln,a_c6h5cl_ln,a_chloroform_ln,a_chloroprene_ln,a_cr_ln,a_cresol_ln,a_cumene_ln,a_cn_ln,a_dbp_ln,a_diesel_ln,a_dmf_ln,a_me2_phthalate_ln,a_me2so4_ln,a_ech_ln,a_etacrylate_ln,a_etcl_ln,a_edb_ln,a_edc_ln,a_egly_ln,a_eox_ln,a_edcl2_ln,a_glycol_ethers_ln,a_hcb_ln,a_hcbd_ln,a_hccpd_ln,a_hexane_ln,a_n2h2_ln,a_hcl_ln,a_isophorone_ln,a_pb_ln,a_mn_ln,a_hg_ln,a_meoh_ln,a_mibk_ln,a_mma_ln,a_mecl_ln,a_mehydrazine_ln,a_mtbe_ln,a_nitrobenzene_ln,a_dma_ln,a_otoluidine_ln,a_pahpom_ln,a_pcp_ln,a_ph3_ln,a_p_ln,a_pcbs_ln,a_procl2_ln,a_proo_ln,a_quinoline_ln,a_se_ln,a_stryene_ln,a_cl4c2_ln,a_toluene_ln,a_c2hcl3_ln,a_etn_ln,a_vyac_ln,a_vycl_ln,a_11dce_ln,a_pm10_mean_ln,a_pm25_mean,a_so2_mean_ln,a_no2_mean_ln,a_o3_mean_ln,a_co_mean_ln,countyname,state_name
32011,Eureka County,NV,32011,4,-5.966149,-22.18088,-12.66823,-19.15743,-31.70556,-23.67021,-23.8847,-16.51848,-27.05385,-4.488617,-28.50027,-7.085478,-14.50303,-14.48271,-20.20647,-11.12616,-16.55474,-0.2170862,-27.31621,-10.24546,-10.1908,0.4966673,-10.61747,-11.03924,-10.65734,-2.70335,-19.25639,-9.736547,-8.892189,-13.55012,-7.689865,-18.75197,-4.519351,-13.38081,-19.44525,-22.14364,-20.92195,-21.82926,-9.574921,-9.056196,-6.337675,-8.390963,-7.665651,-8.550854,-8.804692,-20.03963,-22.73829,-22.96193,-6.597863,-15.91289,-9.877981,-31.24294,-7.66567,-7.53089,-7.165572,-7.27531,-8.504439,-16.69169,0.2217255,-12.72049,-6.608397,-20.55688,-16.77245,-22.63569,-6.537688,-19.2203,-16.37611,-13.91849,-8.567179,-7.686236,-14.93904,-11.80926,-13.52629,-8.878611,-3.480693,-2.718925,-4.821978,-17.6534,-16.67765,-8.198781,-11.03046,5.508424,5.798152,1.225915,5.004319,6.805627,4.835342,Eureka County,Nevada
32013,Humboldt County,NV,32013,3,-6.001969,-19.59309,-13.48416,-11.96527,-17.07478,-21.03567,-14.3497,-13.88098,-14.8234,-3.448128,-24.95394,-7.271262,-10.15379,-18.48789,-12.86642,-10.90678,-14.18866,-0.2170828,-15.35712,-10.19368,-11.35872,0.4966699,-15.02939,-14.73337,-13.08465,-2.662499,-16.60832,-9.727213,-8.013381,-11.33818,-4.994587,-14.98946,-3.856799,-10.89752,-16.80775,-15.13689,-18.28839,-19.18464,-10.44203,-8.852906,-6.351577,-6.914437,-7.686806,-17.11077,-8.305336,-16.94437,-20.10586,-20.32895,-5.477612,-15.91289,-4.805996,-13.79662,-7.528343,-7.146036,-7.059288,-4.567334,-8.49547,-13.99291,0.2246391,-13.34545,-5.154306,-17.92193,-14.12384,-19.97358,-5.421144,-16.20843,-11.85003,-10.80851,-8.539602,-7.703723,-12.634,-13.56744,-12.15561,-6.550745,-3.160929,-0.9761912,-4.847767,-15.01613,-14.03163,-16.53659,-13.7521,5.460408,6.019268,0.7902607,3.620597,6.079046,5.107814,Humboldt County,Nevada
32015,Lander County,NV,32015,3,-5.993318,-18.22552,-13.02704,-17.94723,-15.56669,-22.35,-15.50837,-14.96778,-14.58987,-4.456717,-17.01148,-7.227612,-14.63529,-15.71531,-11.36635,-11.09913,-15.32256,-0.2170806,-13.84904,-10.20421,-12.07053,0.4966676,-16.67537,-12.84207,-13.92783,-2.686803,-16.63773,-9.712892,-8.870818,-12.55921,-5.152743,-16.22598,-4.190248,-12.16579,-18.23736,-13.64065,-19.60302,-18.45679,-11.62203,-9.040879,-6.346854,-7.435775,-7.689851,-15.36806,-10.40057,-19.19231,-21.42079,-21.64394,-6.200559,-15.90978,-3.859309,-11.94739,-7.531072,-7.300733,-6.992538,-5.994797,-9.061272,-14.20211,0.2214537,-13.0562,-6.250817,-19.23667,-15.43774,-21.29921,-6.542428,-18.48392,-16.03049,-10.60999,-8.565422,-7.700649,-13.79193,-12.42859,-10.41725,-8.217124,-3.497322,-2.73411,-4.841337,-16.4455,-14.78501,-14.88916,-15.00737,4.88496,5.531478,1.031816,4.343131,6.473485,4.609366,Lander County,Nevada
32017,Lincoln County,NV,32017,4,-5.962003,-21.44645,-13.08223,-18.59599,-17.42586,-22.85215,-16.47174,-15.75517,-16.19498,-4.000074,-28.01165,-7.021927,-16.88686,-15.9916,-13.22422,-10.99126,-15.5757,-0.2170548,-15.7082,-10.25003,-12.86777,0.4966672,-13.22627,-30.69147,-14.43277,-2.698779,-18.5005,-9.746479,-8.388251,-13.71562,-8.721769,-17.08376,-3.851931,-12.91854,-18.88351,-15.49762,-20.1029,-21.07127,-12.15635,-8.748388,-6.326514,-10.36538,-7.661334,-13.43099,-9.527744,-19.37219,-21.91723,-22.14043,-7.648313,-15.91289,-5.751415,-17.42755,-7.668766,-7.535294,-7.19537,-7.87555,-11.38485,-15.59429,0.2222796,-13.94651,-8.995914,-19.73912,-15.96961,-22.09203,-6.03499,-18.49153,-10.07457,-14.05859,-8.56591,-7.677999,-14.35078,-11.49147,-12.19748,-8.947519,-3.497352,-2.828026,-4.75441,-17.09191,-15.83031,-13.15609,-15.03315,3.89161,5.499904,2.260855,5.090039,6.972597,5.194141,Lincoln County,Nevada
32019,Lyon County,NV,32019,3,-5.763846,-15.97042,-13.6103,-8.241625,-31.70556,-18.672,-12.63355,-11.56149,-13.34276,-4.02918,-14.98164,-6.063452,-15.83188,-18.44546,-15.31118,-10.89135,-12.09404,-0.2166516,-27.31621,-10.17006,-8.996077,0.4966983,-11.86481,-8.255357,-10.90303,-2.644936,-13.9241,-9.487862,-7.465982,-9.169228,-5.380667,-12.90173,-2.231939,-9.117096,-14.16223,-17.14292,-15.91998,-16.04316,-8.329042,-8.897384,-5.94869,-4.204713,-7.442381,-10.29537,-7.127907,-16.52373,-17.73089,-17.95406,-3.841612,-15.88604,-4.57939,-31.24294,-7.486674,-7.445711,-7.183719,-2.917224,-4.688413,-12.08067,0.2288112,-14.76516,-3.502171,-15.55848,-11.82242,-18.06448,-5.941166,-13.93829,-25.88291,-13.7807,-8.524668,-7.242545,-10.40319,-13.98222,-11.44818,-5.540619,-3.135039,-0.6933352,-4.339382,-12.44825,-11.64091,-9.06681,-11.19059,8.858682,6.654171,0.9771513,4.500964,6.680699,5.324882,Lyon County,Nevada
32021,Mineral County,NV,32021,3,-5.025016,-20.02645,-13.6103,-12.36021,-31.70556,-21.70885,-14.92541,-14.60175,-15.64294,-4.478152,-20.14743,-6.24053,-20.31603,-18.46463,-18.33821,-11.00047,-13.80085,-0.2170067,-27.31621,-10.24971,-12.06762,0.4966683,-16.29744,-12.90656,-13.05617,-2.656721,-17.30527,-9.742352,-8.904558,-11.87968,-6.244859,-15.631,-3.323316,-11.88864,-17.62898,-20.18131,-18.95775,-19.7797,-11.16884,-8.912739,-5.234903,-7.996456,-7.53979,-14.65221,-7.957443,-16.3311,-20.77008,-20.99311,-5.511387,-15.91288,-6.716874,-31.24294,-7.438649,-7.53559,-7.195107,-4.179376,-9.488307,-15.16814,0.2214242,-13.8359,-7.156066,-18.59533,-14.84979,-20.96836,-6.121301,-15.52311,-25.88291,-11.82631,-8.515147,-6.100331,-13.11159,-13.89273,-15.24275,-5.912676,-3.495236,-2.492567,-4.50826,-15.83697,-14.90368,-13.17426,-14.36288,8.751182,6.664466,1.15111,4.17401,6.127782,4.927716,Mineral County,Nevada
32023,Nye County,NV,32023,3,-5.03294,-18.53947,-13.3203,-15.65275,-31.70556,-20.96242,-15.30082,-13.90376,-16.03366,-5.101003,-17.64712,-6.783699,-22.24689,-17.89564,-17.64823,-11.12906,-13.03778,-0.2170392,-27.31621,-10.25362,-11.3159,0.4966699,-14.53096,-16.6052,-12.62232,-2.646783,-16.32372,-9.723587,-9.132017,-11.02894,-6.024287,-15.27573,-2.744408,-10.37385,-16.39371,-19.44856,-18.21705,-18.54252,-9.86277,-8.874182,-5.226045,-7.321338,-7.610534,-13.07091,-6.984456,-14.81404,-20.03691,-20.25986,-4.904078,-15.91088,-6.520857,-31.24294,-7.660551,-7.535482,-7.195029,-3.895811,-7.647994,-13.74921,0.2206551,-12.56338,-9.721354,-9.675723,-14.02427,-19.88313,-6.521423,-15.35015,-20.55286,-11.94614,-8.518096,-6.080505,-12.35633,-12.34991,-14.93174,-5.814725,-3.163669,-0.9944896,-4.711707,-14.60205,-13.73195,-11.28179,-13.53891,3.767876,5.156822,1.657661,4.397654,6.40835,4.644232,Nye County,Nevada
32027,Pershing County,NV,32027,4,-5.956471,-20.60576,-13.53085,-17.62609,-18.06237,-21.90411,-16.87819,-14.90322,-16.74781,-4.045475,-27.38031,-6.958779,-18.05505,-18.48264,-13.85425,-10.97869,-15.27062,-0.2170773,-16.3447,-10.24644,-12.20621,0.4966678,-14.64696,-18.62836,-13.95045,-2.697043,-17.65139,-9.742179,-8.358042,-12.34991,-5.535773,-16.81278,-3.844221,-12.07742,-17.91377,-16.12281,-19.15442,-20.22246,-11.28374,-8.943905,-6.331671,-9.268066,-7.642657,-12.80621,-5.646872,-18.46143,-20.96876,-21.19183,-5.533599,-15.91289,-6.278018,-13.29566,-7.323713,-7.457307,-7.194188,-6.451797,-8.313304,-15.10105,0.2222871,-13.72404,-5.374241,-18.79073,-15.02481,-21.18062,-6.080177,-17.48302,-25.88291,-12.83209,-8.561992,-7.673485,-13.64375,-13.70876,-13.99448,-7.645164,-3.497222,-2.46739,-4.783724,-16.12201,-15.08164,-12.53069,-14.20875,5.348433,5.415275,0.6027836,3.891484,5.394929,3.861711,Pershing County,Nevada
32029,Storey County,NV,32029,1,-5.680191,-15.62103,-13.6103,-7.808113,-31.70556,-18.26877,-11.90841,-11.16862,-12.61509,-3.605168,-14.6538,-5.877219,-16.54039,-18.44345,-14.9182,-10.75306,-11.6059,-0.2170563,-27.31621,-10.09849,-8.533393,0.496715,-10.97408,-10.34623,-10.28607,-2.633785,-13.55289,-9.359355,-6.802526,-8.804492,-4.911196,-12.14671,-1.575127,-8.723294,-13.40919,-16.74103,-15.51734,-15.68662,-7.684549,-8.872002,-6.196584,-3.80777,-7.380126,-9.143731,-6.739511,-16.39841,-17.32876,-17.5519,-3.308761,-15.88243,-3.973291,-14.36906,-7.491621,-7.383297,-7.156617,-2.294941,-4.086485,-11.63063,0.232931,-13.81345,-2.900178,-15.15511,-11.41353,-17.7876,-5.594752,-15.10141,-25.88291,-15.62464,-8.518987,-7.478314,-9.914586,-13.97521,-10.78094,-5.116532,-3.426839,-0.9506466,-4.314694,-11.66883,-10.96586,-7.042144,-10.56819,13.91237,6.552466,0.9467211,5.252282,7.526931,5.633358,Storey County,Nevada
32031,Washoe County,NV,32031,1,-3.796059,-14.85632,-13.6103,-5.776366,-31.70556,-17.03919,-9.43681,-9.948489,-10.17518,-2.437779,-14.13651,-6.513103,-13.5752,-18.47296,-13.69502,-10.06829,-9.73377,-0.2170202,-27.31621,-9.573381,-7.398233,0.4968288,-11.52523,-6.266841,-9.497809,-2.282201,-12.50056,-7.323106,-6.065872,-6.852699,-2.895989,-9.510058,-0.3941105,-5.718024,-10.68124,-15.51241,-14.28807,-14.79334,-5.383686,-4.788104,-4.20734,-1.985033,-6.257956,-9.746431,-4.489131,-18.30489,-16.10035,-16.32344,-1.552382,-15.84549,-2.026645,-13.21695,-6.467772,-6.941294,-7.144245,-0.1445391,-2.321938,-8.37846,0.2700727,-13.77845,-1.353783,-13.92565,-10.17809,-16.53241,-4.418169,-17.59757,-14.89119,-11.95143,-8.56136,-4.892925,-8.740982,-13.95847,-8.640054,-3.523588,-2.263489,0.8591251,-4.186736,-8.889563,-8.184635,-4.003902,-9.694378,6.434805,5.980463,0.7749549,3.600977,5.777833,5.378551,Washoe County,Nevada
32033,White Pine County,NV,32033,3,-6.007397,-18.91557,-12.24248,-10.62232,-31.70556,-20.33417,-13.61485,-13.20589,-14.35593,-3.773957,-25.76319,-7.326405,-34.40232,-13.55254,-16.94778,-10.99501,-13.02957,-0.2170864,-27.31621,-10.25273,-10.48688,0.4966728,-12.43721,-30.69147,-11.92721,-2.672196,-15.90471,-9.748074,-8.196632,-10.6327,-5.71669,-14.20387,-4.436535,-10.10999,-15.90545,-18.82435,-17.59032,-18.49315,-9.696598,-9.047243,-6.340714,-7.343025,-7.537481,-10.37815,-7.816388,-17.72002,-19.41234,-19.63521,-5.763353,-15.91289,-7.460032,-15.17305,-7.551559,-7.535954,-7.195172,-5.605806,-7.742542,-12.97174,0.2236113,-13.10311,-5.020241,-17.2205,-13.37088,-18.81432,-5.61304,-16.85137,-25.88291,-12.25575,-8.55512,-7.712494,-12.26675,-11.06161,-14.41073,-7.112441,-3.487447,-2.535976,-4.83157,-14.11386,-13.20875,-10.09035,-12.26063,4.147923,4.586329,1.754734,5.356504,7.093959,5.078085,White Pine County,Nevada
32510,Carson City,NV,32510,1,-4.10719,-14.1195,-13.6103,-7.235273,-31.70556,-16.3576,-9.929422,-9.266638,-10.66212,-2.880308,-13.35621,-5.62426,-12.94398,-18.42926,-13.01375,-10.17596,-9.890079,-0.2170264,-27.31621,-9.622774,-6.64371,0.4969839,-9.278341,-5.255997,-8.429246,-2.246814,-11.76136,-7.456845,-6.256516,-7.226771,-3.388355,-10.2023,-0.9011604,-6.220846,-11.52313,-14.84471,-13.61243,-14.05614,-5.84185,-5.406816,-4.508554,-2.451456,-6.535503,-7.258782,-4.504628,-16.81063,-15.43252,-15.65576,-2.077951,-15.73723,-2.018518,-31.24294,-6.695859,-7.310886,-7.154437,-1.123386,-3.023402,-8.837152,0.2577309,-27.10555,-2.733001,-13.24408,-9.412714,-15.0455,-4.861585,-16.30379,-25.88291,-9.095149,-8.535936,-5.233121,-8.177057,-13.91093,-8.7567,-4.106709,-2.562375,0.2990993,-3.875762,-9.731369,-8.90085,-4.531192,-8.682043,14.33721,6.790268,1.119164,5.83387,8.216191,5.801157,Carson City,Nevada
33001,Belknap County,NH,33001,2,-4.404971,-15.49867,-13.34699,-7.316161,-17.14213,-17.00865,-10.35348,-9.971287,-6.004863,-2.955748,-18.24529,-5.883023,-13.66155,-18.48789,-11.97254,-9.910048,-5.622032,-0.2169614,-15.42447,-9.512952,-7.399163,0.4968365,-13.24908,-8.744293,-9.15309,-2.318626,-12.71353,-9.10552,-2.435431,-8.09325,-3.472407,-9.79617,-1.309934,-6.661454,-12.36517,-14.65704,-14.27428,-15.25671,-6.489029,-6.026811,-4.738545,-3.603763,-6.113957,-11.13321,-4.396709,-14.14902,-16.09196,-16.31518,-1.778889,-15.43403,-3.343364,-12.34295,-6.99572,-6.926645,-7.155327,-1.444682,-2.523424,-8.008531,0.2425659,-13.27217,-2.373401,-13.90727,-10.0947,-15.94764,-2.049781,-13.32836,-25.88291,-13.43176,-8.209488,-5.507099,-8.553702,-13.99981,-8.965057,-3.503779,-2.492926,0.6129742,-3.226227,-10.56437,-9.738968,-5.316718,-9.72184,10.00887,8.239723,5.092533,6.233099,9.085132,6.705223,Belknap County,New Ham
33003,Carroll County,NH,33003,4,-5.155283,-16.5107,-13.51467,-8.639607,-21.26241,-18.15374,-11.76543,-10.90784,-6.662904,-3.692338,-18.29699,-6.096898,-12.69513,-18.48789,-14.55953,-10.4745,-6.284566,-0.2170001,-19.54436,-9.946473,-8.808205,0.4967394,-13.37264,-10.19251,-8.729213,-2.589897,-13.65637,-9.57058,-3.096601,-9.565767,-4.625018,-8.275138,-2.021357,-8.512712,-12.88885,-16.83782,-15.70039,-16.22533,-7.908741,-8.848486,-5.305202,-4.962469,-6.668531,-11.27019,-4.136266,-14.8305,-17.51129,-17.26407,-2.852975,-15.77086,-4.975481,-11.78643,-7.49559,-7.126904,-7.184557,-2.911413,-3.522963,-10.10194,0.229981,-20.35374,-3.929345,-15.33927,-11.59655,-17.16199,-2.77969,-14.23925,-25.88291,-12.78211,-8.413246,-6.228587,-9.547481,-13.99984,-9.868421,-4.59665,-3.020103,-0.0802204,-3.556762,-11.76353,-11.19067,-10.16264,-11.10267,9.483921,8.194424,4.530402,5.902967,9.06455,6.315247,Carroll County,New Ham
33005,Cheshire County,NH,33005,2,-4.336586,-14.38415,-12.85942,-6.647147,-21.09565,-17.06402,-10.86872,-9.556327,-6.48878,-3.291104,-12.89886,-5.585168,-13.64665,-18.42383,-13.2735,-9.992352,-6.099305,-0.2168904,-19.37767,-9.64145,-7.430459,0.4969108,-11.94083,-8.96089,-9.374526,-2.407907,-12.05202,-9.215224,-2.88291,-8.113142,-3.553574,-10.86643,-1.239585,-6.887063,-12.27909,-15.52198,-14.31772,-13.70866,-6.475487,-5.911181,-4.69412,-2.295342,-3.584935,-9.851252,-4.661963,-14.31673,-16.1361,-16.35929,-2.338262,-14.72413,-3.80573,-11.48472,-6.949458,-7.241937,-7.154036,-1.270756,-1.818162,-9.612094,0.2421557,-13.96108,-2.499046,-13.94302,-10.12998,-15.27412,-2.377368,-13.40325,-25.88291,-12.06023,-8.249205,-5.39072,-8.310866,-11.48158,-8.989822,-3.480648,-2.738597,0.2938672,-2.80347,-10.48218,-9.701349,-5.169443,-9.710315,15.8007,11.1207,5.480571,6.431841,9.072291,6.132011,Cheshire County,New Ham
33007,Coos County,NH,33007,3,-4.940829,-15.30098,-13.61022,-9.016023,-31.70556,-18.64998,-11.97171,-11.00912,-7.339769,-4.113896,-15.91449,-6.401344,-12.75901,-18.48789,-14.76276,-10.35034,-6.953907,-0.2170421,-27.31621,-9.866936,-8.899262,0.4969203,-10.8307,-8.139669,-9.53903,-2.498209,-13.63657,-9.464038,-3.756825,-8.852102,-4.637814,-9.419553,-2.556917,-7.839073,-13.38801,-17.24639,-16.01837,-15.3889,-7.440272,-8.901812,-4.991047,-3.611413,-6.521004,-8.764112,-5.543977,-15.16629,-17.83424,-11.65025,-3.045221,-15.90287,-3.835916,-11.42809,-7.439233,-6.963617,-7.170874,-2.008518,-3.59389,-10.90485,0.2267038,-27.10555,-3.945595,-15.65295,-11.86233,-16.96246,-3.288239,-14.52892,-25.88291,-10.63883,-8.448955,-6.006354,-9.712358,-13.99328,-9.615174,-4.615923,-3.004432,-0.1510135,-3.834296,-11.53167,-10.83384,-8.095063,-10.66721,8.775193,7.811285,3.389877,5.086414,8.922932,5.759896,Coos County,New Ham
33009,Grafton County,NH,33009,2,-4.562877,-15.98396,-13.44134,-6.674687,-31.70556,-17.91223,-11.11481,-10.28402,-6.637849,-3.49441,-17.95206,-6.052844,-14.85721,-18.48789,-14.02936,-10.38604,-6.252607,-0.2169965,-27.31621,-9.880537,-8.278161,0.4967897,-13.05473,-9.183052,-10.1499,-2.503545,-13.01381,-9.426711,-3.046249,-8.645547,-4.187749,-11.576,-1.642737,-7.821481,-13.22418,-16.39033,-15.16317,-13.49151,-7.363957,-6.499546,-4.863697,-3.946034,-6.259418,-10.99694,-4.626744,-14.729,-16.97814,-16.60978,-2.607258,-15.75938,-4.190052,-15.90262,-7.245371,-7.070636,-7.173376,-2.130443,-2.419861,-10.71486,0.2305817,-16.24566,-3.457652,-14.79872,-11.01726,-16.23637,-2.632338,-13.7538,-25.88291,-11.68793,-8.346162,-5.654799,-8.911699,-13.99956,-9.739646,-4.078213,-2.796213,0.0452242,-3.488028,-11.4323,-10.60214,-5.838828,-10.57625,8.860096,8.162793,4.632139,5.928016,8.996139,6.540251,Grafton County,New Ham
33011,Hillsborough Coun,NH,33011,1,-3.718638,-13.60451,-12.99889,-5.769424,-16.36341,-15.63907,-9.480761,-7.931135,-6.185309,-2.543117,-12.02818,-5.313576,-11.66492,-18.48789,-10.89873,-9.224183,-5.780579,-0.2168589,-14.64576,-9.089763,-6.018329,0.4978803,-11.2784,-7.291432,-8.092513,-2.132717,-10.63029,-7.858974,-2.561587,-7.281951,-2.582037,-9.749171,-0.6863301,-5.447739,-11.07243,-13.57684,-12.89434,-12.04134,-5.225411,-4.751622,-4.155786,-1.641381,-5.137675,-9.208264,-3.143818,-14.1034,-14.71393,-14.93682,-2.054592,-14.62719,-2.421888,-8.955126,-5.968456,-6.636378,-7.092153,-0.1918528,-1.22389,-6.384799,0.2592764,-13.76588,-0.1572416,-12.52571,-8.679321,-13.44483,-1.872999,-13.45745,-12.66141,-9.639115,-8.205894,-4.826083,-6.925651,-13.01027,-8.069532,-3.366143,-1.452312,0.8683339,-2.471353,-9.155642,-8.404736,-3.910064,-8.32481,13.53214,8.407589,5.459811,6.872606,9.138689,6.058102,Hillsborough Coun,New Ham
33013,Merrimack County,NH,33013,2,-4.132954,-14.83194,-13.1883,-6.216818,-15.61675,-17.05675,-10.70672,-9.228576,-6.302519,-2.886088,-15.76168,-5.716733,-13.61195,-18.48789,-11.07645,-9.807709,-5.9196,-0.2169341,-13.8991,-9.390491,-7.409774,0.4970106,-11.68088,-7.982893,-9.275264,-2.456442,-11.94802,-7.685352,-2.67866,-7.890429,-3.353212,-10.56862,-1.124444,-5.48685,-12.14224,-13.5446,-14.30982,-14.4837,-6.266239,-5.418641,-4.515841,-3.051811,-5.827236,-9.588045,-3.782297,-14.30093,-16.12346,-16.34666,-2.36698,-15.1594,-2.698381,-7.878715,-6.085617,-6.811516,-7.151081,-1.208927,-2.632191,-5.008222,0.244347,-11.69103,-0.7457341,-13.94626,-10.16991,-15.42278,-2.226332,-13.468,-25.88291,-8.801689,-8.248187,-5.235806,-7.987012,-13.88575,-8.813431,-3.626287,-2.856415,0.2673721,-3.088922,-10.33354,-9.5806,-4.652694,-9.686385,11.14109,8.206806,5.368558,6.516118,9.03896,6.780519,Merrimack County,New Ham
33015,Rockingham County,NH,33015,1,-3.959677,-14.11656,-13.20747,-6.418769,-15.57891,-16.42647,-10.16403,-9.11971,-6.262343,-2.716708,-13.26058,-5.583967,-11.70883,-18.49421,-10.81201,-9.266418,-5.875739,-0.216939,-13.86125,-9.214014,-6.875053,0.4934077,-11.80699,-7.971496,-7.80326,-2.2562,-11.71623,-7.929855,-2.628381,-7.48042,-3.098953,-7.74543,-0.8516997,-6.226553,-11.7148,-13.41985,-13.76492,-13.931,-5.936851,-5.116431,-4.36716,-2.072163,-5.889647,-9.635993,-3.984851,-14.19436,-15.57579,-15.79869,-2.270762,-14.89696,-2.539951,-8.977962,-6.576392,-6.937523,-7.128409,-0.8051705,-1.6591,-5.285964,0.2519999,-13.01663,-0.3733365,-13.40331,-9.642082,-15.32371,-2.134357,-13.61036,-25.88291,-9.939065,-8.223084,-5.071819,-7.821482,-13.92512,-8.329374,-3.716324,-2.202875,0.4650051,-2.852061,-8.843256,-9.005334,-4.311512,-9.190576,14.30862,8.593135,5.459952,7.448555,9.817084,5.883631,Rockingham County,New Ham
33017,Strafford County,NH,33017,1,-4.104225,-14.73705,-13.3515,-6.939741,-16.139,-16.5831,-10.82101,-9.437232,-6.46344,-3.206153,-14.57627,-5.705311,-11.00375,-18.48789,-11.42079,-9.692405,-6.082552,-0.2169511,-14.42135,-9.361446,-7.402847,0.4969467,-11.34574,-8.549848,-6.898816,-2.430964,-12.07033,-7.041049,-2.83761,-8.253502,-3.53434,-6.626538,-1.43994,-6.790315,-12.20757,-13.97723,-14.30593,-14.53224,-6.350811,-5.372514,-4.496085,-3.142346,-6.036947,-8.533408,-3.124541,-14.07958,-16.12276,-16.34586,-2.85504,-15.32994,-3.169931,-8.564506,-6.808027,-7.036661,-7.154005,-1.443926,-2.469734,-6.503751,0.3571701,-13.5939,-1.059816,-13.93954,-10.12807,-15.14796,-2.350252,-13.68634,-25.88291,-11.24781,-8.298935,-5.219776,-8.102553,-13.97322,-8.350055,-4.162257,-2.404266,0.298619,-3.150522,-9.850743,-9.591554,-4.565414,-9.645728,12.37671,8.271578,5.33447,6.816869,9.422495,6.238493,Strafford County,New Ham
33019,Sullivan County,NH,33019,3,-4.775764,-14.83155,-13.09383,-6.777452,-20.36948,-17.42962,-11.48817,-9.600797,-6.574428,-3.33844,-14.52856,-5.776539,-15.25033,-18.42878,-13.29083,-10.1679,-6.189312,-0.2169351,-18.65167,-9.744307,-7.801172,0.4969027,-13.64528,-9.65924,-9.769778,-2.575036,-12.23961,-9.295152,-2.956162,-8.380276,-3.890864,-11.51214,-1.576301,-7.547781,-12.79619,-15.82931,-14.67933,-14.6357,-6.969021,-8.219367,-5.039838,-3.602197,-5.817592,-11.53256,-4.8167,-14.53757,-16.49294,-16.71628,-2.549626,-15.22773,-3.224288,-9.679306,-6.997162,-7.191468,-7.121304,-1.571833,-2.753127,-10.16639,0.2330434,-19.15002,-3.250031,-14.31561,-10.54928,-15.58828,-2.527023,-13.48002,-25.88291,-11.03309,-8.303485,-5.843859,-8.303336,-12.23597,-9.354562,-4.033606,-2.957572,0.3923048,-3.147255,-11.00652,-10.19999,-9.128223,-10.13037,10.39224,8.491899,5.349268,6.375696,9.061288,6.602548,Sullivan County,New Ham
34001,Atlantic County,NJ,34001,1,-3.777617,-14.80442,-12.01267,-7.32551,-16.34317,-14.0193,-9.75476,-9.24083,-10.24811,-3.198292,-13.5036,-6.177813,-12.5633,-18.49342,-11.26243,-10.3618,-9.684467,-0.2166726,-14.62552,-9.789852,-6.679608,0.4938204,-11.49723,-9.722809,-3.689482,-2.385937,-11.92618,-8.954954,-6.558942,-6.865359,-3.15041,-10.01142,-0.6717367,-5.958667,-11.3186,-13.8947,-13.33981,-12.66055,-5.6493,-4.752624,-4.10837,-2.696224,-5.267938,-9.434753,-4.587547,-15.67959,-15.38043,-15.60365,-1.672834,-13.97723,-3.278579,-8.385191,-5.748031,-7.113798,-7.153699,-2.290818,-2.199436,-7.618596,0.2600704,-13.77897,0.1925804,-13.16708,-9.352663,-14.8906,-5.174065,-19.2387,-16.99661,-12.41531,-8.481057,-4.324382,-8.463029,-9.082578,-9.371127,-3.469864,-2.233284,0.6834069,-2.418459,-7.853148,-8.587762,-3.97271,-8.971986,15.12093,9.673874,5.43947,5.57799,8.200148,5.34499,Atlantic County,New Jer
34003,Bergen County,NJ,34003,1,-3.585633,-11.34157,-11.28147,-5.00786,-16.09191,-12.69924,-8.566001,-5.959338,-9.049217,-1.77853,-10.83644,-5.471607,-9.563496,-17.96468,-10.83313,-9.518779,-8.410235,-0.2157886,-13.41105,-9.002948,-5.247765,0.4983312,-8.823552,-7.862688,-2.354709,-1.5612,-10.07215,-6.912771,-4.100035,-5.45753,-1.922795,-8.455997,0.3725792,-4.770762,-10.00323,-12.9929,-9.041178,-11.30309,-4.4136,-4.51513,-3.970928,-1.036499,-4.59747,-8.397046,-2.873909,-16.45444,-11.48234,-14.18478,-0.125821,-11.14996,-2.110647,-7.111871,-5.080601,-6.445695,-7.021922,-0.1673569,-0.4268088,-6.796577,0.3398806,-13.50194,0.9450279,-11.68986,-7.992563,-13.52959,-4.183291,-16.74053,-18.80245,-10.4645,-8.551579,-4.366719,-6.85082,-8.860526,-8.110044,-2.716593,-1.114729,1.714641,-1.986219,-6.557293,-7.141719,-3.49241,-7.547373,24.47203,10.39072,5.454795,7.114886,8.583334,5.706595,Bergen County,New Jer
